1879.10,4.68,0.20,0.37,8.94,1879.79,4.07,117.86,4.95,9.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1879.11,4.93,0.20,0.37,9.42,1879.88,4.05,117.89,4.74,8.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1879.12,4.92,0.20,0.38,9.70,1879.96,4.04,114.19,4.64,8.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880.01,5.11,0.21,0.39,9.99,1880.04,4.02,115.21,4.62,8.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880.02,5.20,0.21,0.40,9.99,1880.13,3.99,117.24,4.73,8.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880.03,5.30,0.22,0.41,10.09,1880.21,3.97,118.37,4.80,9.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880.04,5.18,0.22,0.42,9.70,1880.29,3.94,120.22,5.11,9.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880.05,4.77,0.23,0.43,9.42,1880.38,3.91,114.06,5.38,10.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880.06,4.79,0.23,0.44,9.23,1880.46,3.89,116.90,5.61,10.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880.07,5.01,0.24,0.44,9.23,1880.54,3.86,122.27,5.74,10.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880.08,5.19,0.24,0.45,9.23,1880.63,3.83,126.66,5.86,11.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880.09,5.18,0.25,0.46,9.32,1880.71,3.81,125.13,5.92,11.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880.10,5.33,0.25,0.47,9.32,1880.79,3.78,128.75,6.04,11.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880.11,5.61,0.26,0.48,9.42,1880.88,3.75,134.15,6.10,11.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1880.12,5.84,0.26,0.49,9.51,1880.96,3.73,138.25,6.15,11.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1881.01,6.19,0.27,0.49,9.42,1881.04,3.70,148.02,6.34,11.62,18.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,146.06,6.39,11.40,18.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,147.72,6.51,11.30,18.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,145.79,6.56,11.09,17.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1881.05,6.50,0.29,0.47,9.51,1881.37,3.67,153.87,6.75,11.11,18.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,155.77,6.87,11.01,19.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1881.07,6.35,0.30,0.46,9.61,1881.54,3.66,148.84,6.91,10.80,18.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1881.08,6.20,0.30,0.46,9.80,1881.62,3.65,142.50,6.90,10.50,17.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
